"Observation"	"Variable"	"Group"	"Measurement"
"observation06"	46	"Control"	10.4177785812556
"observation07"	46	"Control"	10.9742489974191
"observation08"	46	"Treatment"	10.7556788077469
"observation09"	46	"Treatment"	10.5463179604323
"observation10"	46	"Treatment"	11.4873596121719
"observation11"	46	"Treatment"	10.9411309513372
"observation12"	46	"Treatment"	10.1115180323835
"observation13"	46	"Treatment"	10.6508651772814
"observation14"	46	"Treatment"	10.9375165086363
"observation01"	47	"Control"	8.7138965412088
"observation02"	47	"Control"	8.8543186515359
"observation03"	47	"Control"	8.97528857858492
"observation04"	47	"Control"	8.60278585521447
"observation05"	47	"Control"	9.05750633547527
"observation06"	47	"Control"	8.83612168766386
"observation07"	47	"Control"	9.21164776688765
"observation08"	47	"Treatment"	8.56383970794779
"observation09"	47	"Treatment"	8.86224848159472
"observation10"	47	"Treatment"	8.63859171049526
"observation11"	47	"Treatment"	9.2469807531176
"observation12"	47	"Treatment"	8.63052698756092
"observation13"	47	"Treatment"	8.89241265533257
"observation14"	47	"Treatment"	9.76338560901754
"observation01"	48	"Control"	9.44127550058285
"observation02"	48	"Control"	10.0564728581547
"observation03"	48	"Control"	9.65826220741829
"observation04"	48	"Control"	10.2780904661977
"observation05"	48	"Control"	9.19016131638783
"observation06"	48	"Control"	9.63451679466583
"observation07"	48	"Control"	9.67070965361758
"observation08"	48	"Treatment"	8.97851605359598
"observation09"	48	"Treatment"	10.8771097518616
"observation10"	48	"Treatment"	9.21766583740313
"observation11"	48	"Treatment"	9.3078456338699
"observation12"	48	"Treatment"	8.87165631381214
"observation13"	48	"Treatment"	9.86208301859273
"observation14"	48	"Treatment"	9.82415568332861
"observation01"	49	"Control"	11.0401617382181
"observation02"	49	"Control"	11.2491257187357
"observation03"	49	"Control"	11.1974420942622
"observation04"	49	"Control"	11.6493674637784
"observation05"	49	"Control"	11.2568562800476
"observation06"	49	"Control"	11.1812213969694
"observation07"	49	"Control"	10.9578772101143
"observation08"	49	"Treatment"	11.0132159369772
"observation09"	49	"Treatment"	11.5011169545133
"observation10"	49	"Treatment"	11.8998555861846
"observation11"	49	"Treatment"	10.8507895888266
"observation12"	49	"Treatment"	10.7008960838227
"observation13"	49	"Treatment"	10.9106451182986
"observation14"	49	"Treatment"	12.1344928766948
"observation01"	50	"Control"	9.10138053615369
"observation02"	50	"Control"	9.71290080770134
"observation03"	50	"Control"	8.5062321070712
"observation04"	50	"Control"	10.0849046189012
"observation05"	50	"Control"	8.13408731208998
"observation06"	50	"Control"	9.1538221180061
"observation07"	50	"Control"	9.57076855600632
"observation08"	50	"Treatment"	9.17430182822486
"observation09"	50	"Treatment"	8.7443560148801
"observation10"	50	"Treatment"	8.88106612282911
"observation11"	50	"Treatment"	8.76566724298913
"observation12"	50	"Treatment"	9.00368061794225
"observation13"	50	"Treatment"	9.46102440086974
"observation14"	50	"Treatment"	9.12882928632166
"observation01"	51	"Control"	3.83198121180011
"observation02"	51	"Control"	4.17389063566919
"observation03"	51	"Control"	3.6266425233306
"observation04"	51	"Control"	3.69487143218767
"observation05"	51	"Control"	3.49176649803249
"observation06"	51	"Control"	3.38605891802823
"observation07"	51	"Control"	4.63451445718987
"observation08"	51	"Treatment"	4.24554421131507
"observation09"	51	"Treatment"	3.7705543856312
"observation10"	51	"Treatment"	4.41029014501964
"observation11"	51	"Treatment"	4.71117315332653
"observation12"	51	"Treatment"	3.196826012094
"observation13"	51	"Treatment"	3.67401334502479
"observation14"	51	"Treatment"	4.28072637358582
"observation01"	52	"Control"	10.1151282161371
"observation02"	52	"Control"	9.95524753138649
"observation03"	52	"Control"	9.38537866142925
"observation04"	52	"Control"	9.94731380610861
"observation05"	52	"Control"	9.24576274552547
"observation06"	52	"Control"	8.90567884131387
"observation07"	52	"Control"	9.56493773261748
"observation08"	52	"Treatment"	9.81432012819981
"observation09"	52	"Treatment"	9.44000900730864
"observation10"	52	"Treatment"	10.1428279692314
"observation11"	52	"Treatment"	9.34100636571251
"observation12"	52	"Treatment"	9.02475429196981
"observation13"	52	"Treatment"	9.74315509819712
"observation14"	52	"Treatment"	10.3189146972817
"observation01"	53	"Control"	8.28398945628264
"observation02"	53	"Control"	7.01677045862802
"observation03"	53	"Control"	7.63974790069676
"observation04"	53	"Control"	7.59935401851643
"observation05"	53	"Control"	8.21777268444509
"observation06"	53	"Control"	7.60700839415927
"observation07"	53	"Control"	7.46712024486991
"observation08"	53	"Treatment"	7.66047880408011
"observation09"	53	"Treatment"	7.56724893897697
"observation10"	53	"Treatment"	7.32763621528338
"observation11"	53	"Treatment"	7.55773800910485
"observation12"	53	"Treatment"	7.56121440295201
"observation13"	53	"Treatment"	7.154544560123
"observation14"	53	"Treatment"	7.37602310992324
"observation01"	54	"Control"	8.66343014259781
"observation02"	54	"Control"	8.46196760348794
"observation03"	54	"Control"	9.21477854952003
"observation04"	54	"Control"	8.26993504719149
"observation05"	54	"Control"	9.23424825593676
"observation06"	54	"Control"	9.4438422397577
"observation07"	54	"Control"	9.2794954169814
"observation08"	54	"Treatment"	9.62413247492466
"observation09"	54	"Treatment"	8.48446095596901
"observation10"	54	"Treatment"	9.18655713992336
"observation11"	54	"Treatment"	9.61468883717761
"observation12"	54	"Treatment"	9.81787831559421
"observation13"	54	"Treatment"	9.12778444711591
"observation14"	54	"Treatment"	8.79899081108539
"observation01"	55	"Control"	11.221467892685
"observation02"	55	"Control"	9.62129203862921
"observation03"	55	"Control"	10.6575071877332
"observation04"	55	"Control"	10.3671369797861
"observation05"	55	"Control"	10.7880459137871
"observation06"	55	"Control"	11.171245968532
"observation07"	55	"Control"	10.9467808458517
"observation08"	55	"Treatment"	10.494838009886
"observation09"	55	"Treatment"	9.60987869123516
"observation10"	55	"Treatment"	10.7295294472778
"observation11"	55	"Treatment"	10.2859816207364
"observation12"	55	"Treatment"	10.6181431530062
"observation13"	55	"Treatment"	10.6097777590926
"observation14"	55	"Treatment"	10.9214110894498
"observation01"	56	"Control"	6.01985365230488
"observation02"	56	"Control"	6.55961564619996
"observation03"	56	"Control"	5.84961257165983
"observation04"	56	"Control"	6.43077375735519
"observation05"	56	"Control"	6.77234439256809
"observation06"	56	"Control"	6.14742479717041
"observation07"	56	"Control"	6.80131650745404
"observation08"	56	"Treatment"	7.19004869191336
"observation09"	56	"Treatment"	6.59184602513676
"observation10"	56	"Treatment"	6.60578832858504
"observation11"	56	"Treatment"	6.51761838773538
"observation12"	56	"Treatment"	6.43296024556206
"observation13"	56	"Treatment"	7.32849262586678
"observation14"	56	"Treatment"	7.10709758023785
"observation01"	57	"Control"	13.6606452063917
"observation02"	57	"Control"	12.6752270541074
"observation03"	57	"Control"	13.6119022383326
"observation04"	57	"Control"	13.8267580819913
"observation05"	57	"Control"	13.0008712719588
"observation06"	57	"Control"	13.7704345682216
"observation07"	57	"Control"	13.8724086436752
"observation08"	57	"Treatment"	14.1558815741281
"observation09"	57	"Treatment"	13.5532052939381
"observation10"	57	"Treatment"	13.7616051804705
"observation11"	57	"Treatment"	13.3488709884123
"observation12"	57	"Treatment"	13.3188962266562
"observation13"	57	"Treatment"	13.2832308881899
"observation14"	57	"Treatment"	13.2449335797463
"observation01"	58	"Control"	8.87707207765199
"observation02"	58	"Control"	9.97712378425413
"observation03"	58	"Control"	10.1785891775038
"observation04"	58	"Control"	9.60615343983014
"observation05"	58	"Control"	10.2241028511689
"observation06"	58	"Control"	10.391772774133
"observation07"	58	"Control"	10.538549644421
"observation08"	58	"Treatment"	9.79330109538433
"observation09"	58	"Treatment"	9.29935501966562
"observation10"	58	"Treatment"	9.84367786687422
"observation11"	58	"Treatment"	9.49150278045034
"observation12"	58	"Treatment"	9.45333585014557
"observation13"	58	"Treatment"	10.0752873352154
"observation14"	58	"Treatment"	10.4457388999376
"observation01"	59	"Control"	12.5363556511886
"observation02"	59	"Control"	11.6938185672483
"observation03"	59	"Control"	12.5257444776845
"observation04"	59	"Control"	12.8485347003306
"observation05"	59	"Control"	12.1217079628413
"observation06"	59	"Control"	12.3563193121059
"observation07"	59	"Control"	12.3039599730558
"observation08"	59	"Treatment"	12.0269024192024
"observation09"	59	"Treatment"	11.4659238646709
"observation10"	59	"Treatment"	12.760666364522
"observation11"	59	"Treatment"	12.2086949736023
"observation12"	59	"Treatment"	11.8419838836918
"observation13"	59	"Treatment"	12.8831787657281
"observation14"	59	"Treatment"	12.3802408288882
"observation01"	60	"Control"	12.328216835314
"observation02"	60	"Control"	12.1202786043822
"observation03"	60	"Control"	11.8404273657618
"observation04"	60	"Control"	11.9733541576261
"observation05"	60	"Control"	11.9056471035556
"observation06"	60	"Control"	11.3713319791054
"observation07"	60	"Control"	12.5259224860813
"observation08"	60	"Treatment"	11.9022200107168
"observation09"	60	"Treatment"	11.5290387996971
"observation10"	60	"Treatment"	11.7379095528913
"observation11"	60	"Treatment"	11.4084277438813
"observation12"	60	"Treatment"	11.6999446036786
"observation13"	60	"Treatment"	11.6427410631412
"observation14"	60	"Treatment"	12.0968610862136
"observation01"	61	"Control"	11.4967855875901
"observation02"	61	"Control"	11.8398481803735
"observation03"	61	"Control"	10.265741757565
"observation04"	61	"Control"	11.2634059284326
"observation05"	61	"Control"	10.6669211804598
"observation06"	61	"Control"	10.9256153618494
"observation07"	61	"Control"	10.8588120653037
"observation08"	61	"Treatment"	11.1375595939969
"observation09"	61	"Treatment"	11.550531702487
"observation10"	61	"Treatment"	11.1072369526941
"observation11"	61	"Treatment"	11.3304372789958
"observation12"	61	"Treatment"	10.9179486619705
"observation13"	61	"Treatment"	10.9789411259176
"observation14"	61	"Treatment"	11.6340805389894
"observation01"	62	"Control"	6.56536021168583
"observation02"	62	"Control"	5.73360931815579
"observation03"	62	"Control"	6.19451000476322
"observation04"	62	"Control"	5.53084651971757
"observation05"	62	"Control"	6.54456941084964
"observation06"	62	"Control"	6.14850805246997
"observation07"	62	"Control"	5.89755744984143
"observation08"	62	"Treatment"	6.34666709456238
"observation09"	62	"Treatment"	5.61476973608351
"observation10"	62	"Treatment"	5.00970438604412
"observation11"	62	"Treatment"	6.60230812807639
"observation12"	62	"Treatment"	5.94797161664149
"observation13"	62	"Treatment"	6.15419962092974
"observation14"	62	"Treatment"	5.79671206268029
"observation01"	63	"Control"	8.2480170590829
"observation02"	63	"Control"	8.37741969138752
"observation03"	63	"Control"	8.44976647982616
"observation04"	63	"Control"	8.42169521815241
"observation05"	63	"Control"	8.06680715614267
"observation06"	63	"Control"	8.09531204070004
"observation07"	63	"Control"	7.73596173762999
"observation08"	63	"Treatment"	8.50304799120984
"observation09"	63	"Treatment"	7.3428760160598
"observation10"	63	"Treatment"	8.46013569144038
"observation11"	63	"Treatment"	9.04112773482029
"observation12"	63	"Treatment"	8.65396187318014
"observation13"	63	"Treatment"	8.56144842908822
"observation14"	63	"Treatment"	8.67045838134741
"observation01"	64	"Control"	11.1214019208434
"observation02"	64	"Control"	11.7251690014175
"observation03"	64	"Control"	10.2115507818534
"observation04"	64	"Control"	10.3265304858822
"observation05"	64	"Control"	10.6031806953834
"observation06"	64	"Control"	10.5555558879781
"observation07"	64	"Control"	10.307139188814
"observation08"	64	"Treatment"	10.3624534016374
"observation09"	64	"Treatment"	11.2268267627119
"observation10"	64	"Treatment"	10.5151352334508
"observation11"	64	"Treatment"	10.8641324282246
"observation12"	64	"Treatment"	10.7445226938494
"observation13"	64	"Treatment"	11.652647973773
"observation14"	64	"Treatment"	11.0995218697863
"observation01"	65	"Control"	6.26182140814132
"observation02"	65	"Control"	6.4674525908756
"observation03"	65	"Control"	6.46745358040922
"observation04"	65	"Control"	6.03237475138741
"observation05"	65	"Control"	6.76620974823913
"observation06"	65	"Control"	6.2647228033486
"observation07"	65	"Control"	7.01218443392994
"observation08"	65	"Treatment"	5.69446176189998
"observation09"	65	"Treatment"	6.11632190034824
"observation10"	65	"Treatment"	5.91241574210743
"observation11"	65	"Treatment"	5.89917610785914
"observation12"	65	"Treatment"	6.11545500240755
"observation13"	65	"Treatment"	5.86633787079162
"observation14"	65	"Treatment"	5.94610862550383
"observation01"	66	"Control"	7.49593815447664
"observation02"	66	"Control"	6.66619410536227
"observation03"	66	"Control"	7.47703477662318
"observation04"	66	"Control"	7.46046258800312
"observation05"	66	"Control"	7.45979247835212
"observation06"	66	"Control"	6.91554903258163
"observation07"	66	"Control"	6.59522363163359
"observation08"	66	"Treatment"	8.04732596002938
"observation09"	66	"Treatment"	7.75333135028961
"observation10"	66	"Treatment"	7.56953058964647
"observation11"	66	"Treatment"	7.44957671708971
"observation12"	66	"Treatment"	7.51437264525679
"observation13"	66	"Treatment"	7.61980424428155
"observation14"	66	"Treatment"	6.30092089559926
"observation01"	67	"Control"	11.0926197861909
"observation02"	67	"Control"	10.5583584427472
"observation03"	67	"Control"	11.2246754171646
"observation04"	67	"Control"	10.6113404902432
"observation05"	67	"Control"	10.683377705829
"observation06"	67	"Control"	10.3520343888868
"observation07"	67	"Control"	10.4331473136923
"observation08"	67	"Treatment"	10.6615725025916
"observation09"	67	"Treatment"	10.1074435834108
"observation10"	67	"Treatment"	10.9117315689519
"observation11"	67	"Treatment"	10.3547748359208
"observation12"	67	"Treatment"	10.9218307880625
"observation13"	67	"Treatment"	10.9116355094714
"observation14"	67	"Treatment"	10.2403910605591
"observation01"	68	"Control"	11.1710560153017
"observation02"	68	"Control"	10.2020513710678
"observation03"	68	"Control"	11.7760762724612
"observation04"	68	"Control"	10.7218704259
"observation05"	68	"Control"	11.8666835547129
"observation06"	68	"Control"	11.4896026564702
"observation07"	68	"Control"	11.487643857999
"observation08"	68	"Treatment"	12.0832959558898
"observation09"	68	"Treatment"	11.3117473556664
"observation10"	68	"Treatment"	11.5841299456335
"observation11"	68	"Treatment"	10.8578563337109
"observation12"	68	"Treatment"	11.5654914651217
"observation13"	68	"Treatment"	11.6040487344823
"observation14"	68	"Treatment"	11.4133050231207
"observation01"	69	"Control"	10.7561486941355
"observation02"	69	"Control"	9.91578455463929
"observation03"	69	"Control"	10.0114666553446
"observation04"	69	"Control"	11.0656657751237
"observation05"	69	"Control"	9.89796160553424
"observation06"	69	"Control"	10.1228624949769
"observation07"	69	"Control"	9.89731047365857
"observation08"	69	"Treatment"	9.61903394877816
"observation09"	69	"Treatment"	9.7842470074017
"observation10"	69	"Treatment"	10.7616844981919
